,InvoiceDate,InvoiceNo,StockCode,Description,Quantity,InvoiceDate.1,UnitPrice,CustomerID,Country,Estore_id
82039,2011-05-23 15:00:00,C554308,,,-1.0,2011-05-23 15:00:00,557.72,12757.0,Portugal,3
82052,2011-05-23 15:00:00,C554308,,,-1.0,2011-05-23 15:00:00,557.72,12757.0,Portugal,27
82120,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,3.75,12782.0,Portugal,22
82196,2010-12-14 15:56:00,C538882,,,1.0,2010-12-14 15:56:00,1.25,12797.0,Portugal,18
82202,2011-10-17 11:12:00,C571327,,,-1.0,2011-10-17 11:12:00,283.02,12783.0,Portugal,31
82253,2011-10-17 11:12:00,C571327,,,-1.0,2011-10-17 11:12:00,283.02,12783.0,Portugal,19
82254,2011-05-23 14:50:00,C554302,,,-1.0,2011-05-23 14:50:00,1241.98,12757.0,Portugal,8
82275,2011-05-12 19:04:00,C553019,M,,1.0,2011-05-12 19:04:00,557.72,12757.0,Portugal,12
82423,2010-12-14 15:56:00,C538882,,,1.0,2010-12-14 15:56:00,1.25,12797.0,Portugal,27
82574,2011-12-07 12:46:00,C581128,,,1.0,2011-12-07 12:46:00,2.08,12785.0,Portugal,12
82857,2010-12-14 15:56:00,C538882,,,1.0,2010-12-14 15:56:00,1.25,12797.0,Portugal,21
82929,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,2.95,12782.0,Portugal,29
83228,2011-05-23 14:52:00,C554303,,,1.0,2011-05-23 14:52:00,15.0,12757.0,Portugal,21
83278,2010-12-14 15:56:00,C538882,,,1.0,2010-12-14 15:56:00,1.25,12797.0,Portugal,4
83371,2011-10-17 11:09:00,C571325,M,,-1.0,2011-10-17 11:09:00,339.02,12783.0,Portugal,6
83380,2010-12-14 15:56:00,C538882,,,1.0,2010-12-14 15:56:00,1.25,12797.0,Portugal,31
83432,2010-12-14 15:56:00,C538882,,,1.0,2010-12-14 15:56:00,1.25,12797.0,Portugal,15
83463,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,2.95,12782.0,Portugal,7
83563,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,3.75,12782.0,Portugal,23
83596,2011-10-17 11:09:00,C571325,M,,-1.0,2011-10-17 11:09:00,339.02,12783.0,Portugal,27
83629,2010-12-14 15:56:00,C538882,,,1.0,2010-12-14 15:56:00,1.25,12797.0,Portugal,16
83642,2011-06-24 15:15:00,C558061,,,-1.0,2011-06-24 15:15:00,4.95,12809.0,Portugal,13
83689,2010-12-14 15:56:00,C538882,,,1.0,2010-12-14 15:56:00,1.25,12797.0,Portugal,2
83800,2011-05-23 15:00:00,C554308,,,-1.0,2011-05-23 15:00:00,557.72,12757.0,Portugal,4
83977,2011-05-23 14:52:00,C554303,,,1.0,2011-05-23 14:52:00,15.0,12757.0,Portugal,2
84001,2011-10-17 11:12:00,C571327,,,-1.0,2011-10-17 11:12:00,283.02,12783.0,Portugal,6
84010,2010-12-14 16:24:00,C538889,,BOX OF VINTAGE JIGSAW BLOCKS ,1.0,2010-12-14 16:24:00,4.95,12797.0,Portugal,12
84168,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,2.95,12782.0,Portugal,28
84193,2010-12-14 16:24:00,C538889,,BOX OF VINTAGE JIGSAW BLOCKS ,1.0,2010-12-14 16:24:00,4.95,12797.0,Portugal,30
84226,2010-12-14 15:56:00,C538882,,,1.0,2010-12-14 15:56:00,1.25,12797.0,Portugal,17
84227,2011-05-23 14:52:00,C554303,,,1.0,2011-05-23 14:52:00,15.0,12757.0,Portugal,24
84320,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,2.95,12782.0,Portugal,1
84450,2010-12-14 15:56:00,C538882,,,1.0,2010-12-14 15:56:00,1.25,12797.0,Portugal,1
84491,2011-12-07 12:46:00,C581128,,,1.0,2011-12-07 12:46:00,2.08,12785.0,Portugal,15
84514,2011-10-17 11:09:00,C571325,M,,-1.0,2011-10-17 11:09:00,339.02,12783.0,Portugal,7
84586,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,2.95,12782.0,Portugal,24
84627,2011-08-03 10:43:00,C562144,,,1.0,2011-08-03 10:43:00,1.25,12757.0,Portugal,23
84700,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,3.75,12782.0,Portugal,30
84711,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,3.75,12782.0,Portugal,30
84872,2010-12-14 15:56:00,C538882,,,1.0,2010-12-14 15:56:00,1.25,12797.0,Portugal,13
85063,2011-05-23 14:52:00,C554303,,,1.0,2011-05-23 14:52:00,15.0,12757.0,Portugal,10
85079,2011-05-23 11:24:00,C554154,,,-1.0,2011-05-23 11:24:00,1241.98,12757.0,Portugal,8
85112,2011-05-23 14:50:00,C554302,,,-1.0,2011-05-23 14:50:00,1241.98,12757.0,Portugal,4
85149,2011-05-12 19:04:00,C553019,M,,1.0,2011-05-12 19:04:00,557.72,12757.0,Portugal,3
85224,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,3.75,12782.0,Portugal,12
85245,2011-10-17 11:09:00,C571325,M,,-1.0,2011-10-17 11:09:00,339.02,12783.0,Portugal,18
85247,2011-05-23 14:50:00,C554302,,,-1.0,2011-05-23 14:50:00,1241.98,12757.0,Portugal,5
85325,2011-05-23 14:52:00,C554303,,,1.0,2011-05-23 14:52:00,15.0,12757.0,Portugal,22
85363,2011-10-17 11:12:00,C571327,,,-1.0,2011-10-17 11:12:00,283.02,12783.0,Portugal,1
85381,2010-12-14 15:56:00,C538882,,,1.0,2010-12-14 15:56:00,1.25,12797.0,Portugal,31
85394,2011-05-23 14:52:00,C554303,,,1.0,2011-05-23 14:52:00,15.0,12757.0,Portugal,5
85526,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,3.75,12782.0,Portugal,12
85533,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,3.75,12782.0,Portugal,10
85556,2011-05-23 14:52:00,C554303,,,1.0,2011-05-23 14:52:00,15.0,12757.0,Portugal,30
85606,2010-12-14 15:56:00,C538882,,,1.0,2010-12-14 15:56:00,1.25,12797.0,Portugal,11
85611,2011-05-23 11:24:00,C554154,,,-1.0,2011-05-23 11:24:00,1241.98,12757.0,Portugal,12
85637,2011-08-03 10:43:00,C562144,,,1.0,2011-08-03 10:43:00,1.25,12757.0,Portugal,25
85717,2011-12-07 12:46:00,C581128,,,1.0,2011-12-07 12:46:00,2.08,12785.0,Portugal,5
85900,2011-05-23 14:50:00,C554302,,,-1.0,2011-05-23 14:50:00,1241.98,12757.0,Portugal,20
85977,2011-12-07 12:46:00,C581128,,,1.0,2011-12-07 12:46:00,2.08,12785.0,Portugal,17
86017,2010-12-14 15:56:00,C538882,,,1.0,2010-12-14 15:56:00,1.25,12797.0,Portugal,28
86061,2011-05-12 19:04:00,C553019,M,,1.0,2011-05-12 19:04:00,557.72,12757.0,Portugal,29
86064,2011-12-07 12:46:00,C581128,,,1.0,2011-12-07 12:46:00,2.08,12785.0,Portugal,28
86199,2010-12-14 15:56:00,C538882,,,1.0,2010-12-14 15:56:00,1.25,12797.0,Portugal,4
86269,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,2.95,12782.0,Portugal,18
86299,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,3.75,12782.0,Portugal,24
86322,2011-05-23 14:50:00,C554302,,,-1.0,2011-05-23 14:50:00,1241.98,12757.0,Portugal,11
86374,2011-08-03 10:43:00,C562144,,,1.0,2011-08-03 10:43:00,1.25,12757.0,Portugal,22
86408,2011-05-23 15:00:00,C554308,,,-1.0,2011-05-23 15:00:00,557.72,12757.0,Portugal,5
86447,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,2.95,12782.0,Portugal,24
86544,2010-12-14 16:24:00,C538889,,BOX OF VINTAGE JIGSAW BLOCKS ,1.0,2010-12-14 16:24:00,4.95,12797.0,Portugal,23
86684,2011-08-03 10:43:00,C562144,,,1.0,2011-08-03 10:43:00,1.25,12757.0,Portugal,6
86729,2010-12-14 15:56:00,C538882,,,1.0,2010-12-14 15:56:00,1.25,12797.0,Portugal,6
86822,2011-10-17 11:12:00,C571327,,,-1.0,2011-10-17 11:12:00,283.02,12783.0,Portugal,15
86828,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,2.95,12782.0,Portugal,5
87013,2010-12-14 15:56:00,C538882,,,1.0,2010-12-14 15:56:00,1.25,12797.0,Portugal,26
87168,2011-10-17 11:12:00,C571327,,,-1.0,2011-10-17 11:12:00,283.02,12783.0,Portugal,13
87274,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,2.95,12782.0,Portugal,30
87277,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,3.75,12782.0,Portugal,7
87400,2010-12-14 16:24:00,C538889,,BOX OF VINTAGE JIGSAW BLOCKS ,1.0,2010-12-14 16:24:00,4.95,12797.0,Portugal,24
87474,2011-05-23 14:52:00,C554303,,,1.0,2011-05-23 14:52:00,15.0,12757.0,Portugal,15
87590,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,3.75,12782.0,Portugal,26
87662,2010-12-14 15:56:00,C538882,,,1.0,2010-12-14 15:56:00,1.25,12797.0,Portugal,3
87663,2011-12-07 12:46:00,C581128,,,1.0,2011-12-07 12:46:00,2.08,12785.0,Portugal,25
87907,2010-12-14 15:56:00,C538882,,,1.0,2010-12-14 15:56:00,1.25,12797.0,Portugal,29
88103,2011-12-07 12:46:00,C581128,,,1.0,2011-12-07 12:46:00,2.08,12785.0,Portugal,32
88153,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,3.75,12782.0,Portugal,24
88172,2011-05-23 15:00:00,C554308,,,-1.0,2011-05-23 15:00:00,557.72,12757.0,Portugal,26
88271,2011-05-23 14:52:00,C554303,,,1.0,2011-05-23 14:52:00,15.0,12757.0,Portugal,30
88283,2011-12-07 12:46:00,C581128,,,1.0,2011-12-07 12:46:00,2.08,12785.0,Portugal,26
88641,2011-05-12 19:04:00,C553019,M,,1.0,2011-05-12 19:04:00,557.72,12757.0,Portugal,17
88698,2011-10-17 11:09:00,C571325,M,,-1.0,2011-10-17 11:09:00,339.02,12783.0,Portugal,19
88803,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,2.95,12782.0,Portugal,27
88991,2011-05-12 19:04:00,C553019,M,,1.0,2011-05-12 19:04:00,557.72,12757.0,Portugal,14
88995,2011-10-17 11:12:00,C571327,,,-1.0,2011-10-17 11:12:00,283.02,12783.0,Portugal,29
89083,2010-12-14 15:56:00,C538882,,,1.0,2010-12-14 15:56:00,1.25,12797.0,Portugal,21
89085,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,3.75,12782.0,Portugal,4
89173,2010-12-14 15:56:00,C538882,,,1.0,2010-12-14 15:56:00,1.25,12797.0,Portugal,4
89491,2011-05-23 14:52:00,C554303,,,1.0,2011-05-23 14:52:00,15.0,12757.0,Portugal,7
89495,2011-05-23 11:24:00,C554154,,,-1.0,2011-05-23 11:24:00,1241.98,12757.0,Portugal,24
89542,2010-12-14 15:56:00,C538882,,,1.0,2010-12-14 15:56:00,1.25,12797.0,Portugal,5
89666,2010-12-14 16:24:00,C538889,,BOX OF VINTAGE JIGSAW BLOCKS ,1.0,2010-12-14 16:24:00,4.95,12797.0,Portugal,8
89832,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,3.75,12782.0,Portugal,28
89869,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,3.75,12782.0,Portugal,6
89920,2011-01-05 10:50:00,C540142,,,1.0,2011-01-05 10:50:00,3.75,12782.0,Portugal,31
90006,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.95,12415.0,Australia,17
90007,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,30
90051,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.89,12415.0,Australia,11
90114,2011-02-07 15:09:00,C543375,22087,,-18.0,2011-02-07 15:09:00,2.95,16321.0,Australia,5
90117,2011-06-02 09:57:00,C555288,,,-2.0,2011-06-02 09:57:00,8.95,12431.0,Australia,10
90128,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,17
90134,2011-09-28 14:55:00,C568694,,,1.0,2011-09-28 14:55:00,1.65,16321.0,Australia,29
90139,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,20
90143,2010-12-14 11:12:00,C538723,,,1.0,2010-12-14 11:12:00,1.25,12434.0,Australia,25
90173,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,21
90203,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.95,12415.0,Australia,3
90229,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,17
90242,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,20
90262,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,3.75,12415.0,Australia,25
90283,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,3
90286,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,4
90300,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,19
90327,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,4
90340,2011-09-28 14:55:00,C568694,,,1.0,2011-09-28 14:55:00,2.95,16321.0,Australia,27
90348,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,31
90359,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,25
90375,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,11
90386,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,6
90390,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,1
90393,2011-09-28 14:55:00,C568694,,,1.0,2011-09-28 14:55:00,1.65,16321.0,Australia,9
90400,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,18
90406,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.95,12415.0,Australia,6
90412,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,30
90415,2011-11-04 10:18:00,C574344,,,-1.0,2011-11-04 10:18:00,262.73,12415.0,Australia,31
90418,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,1
90425,2011-04-28 09:49:00,C551348,,,1.0,2011-04-28 09:49:00,4.25,12415.0,Australia,19
90441,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,13
90453,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,28
90477,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,27
90520,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,28
90555,2011-04-04 09:57:00,C548729,,,-8.0,2011-04-04 09:57:00,1.65,12434.0,Australia,21
90585,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,22
90586,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,24
90614,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,28
90617,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,25
90621,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.89,12415.0,Australia,21
90624,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,21
90631,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.95,12415.0,Australia,21
90642,2011-06-02 09:57:00,C555288,,,-6.0,2011-06-02 09:57:00,0.85,12431.0,Australia,32
90655,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,28
90657,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.89,12415.0,Australia,2
90676,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,28
90683,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,9
90685,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,28
90693,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.95,12415.0,Australia,23
90697,2011-04-04 09:57:00,C548729,,,-8.0,2011-04-04 09:57:00,1.65,12434.0,Australia,20
90717,2011-09-28 14:55:00,C568694,,,1.0,2011-09-28 14:55:00,1.65,16321.0,Australia,31
90721,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,31
90741,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,10.95,12415.0,Australia,29
90744,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,9
90746,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,7
90749,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,26
90751,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,2
90752,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,29
90780,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,6
90788,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,8
90793,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,3.75,12415.0,Australia,7
90796,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,12
90803,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,21
90820,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,16
90829,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,6
90832,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,27
90843,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,19
90850,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,6.25,12415.0,Australia,2
90854,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,18
90895,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,2
90900,2011-02-07 15:09:00,C543375,22087,,-18.0,2011-02-07 15:09:00,2.95,16321.0,Australia,26
90922,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,16
90926,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,31
90940,2010-12-14 11:12:00,C538723,,,1.0,2010-12-14 11:12:00,1.25,12434.0,Australia,30
90941,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,16
90951,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,20
90964,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,19
90973,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,4
90980,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,2
91016,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.95,12415.0,Australia,32
91021,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,25
91025,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,25
91041,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,24
91048,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,30
91068,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,30
91072,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,28
91090,2011-11-02 12:05:00,C574019,,,1.0,2011-11-02 12:05:00,1.45,12415.0,Australia,15
91118,2011-11-02 12:05:00,C574019,,,1.0,2011-11-02 12:05:00,1.45,12415.0,Australia,12
91126,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,8
91178,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.89,12415.0,Australia,6
91189,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,13
91199,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,1
91208,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,24
91222,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,14
91245,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,3
91255,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,12
91271,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,30
91278,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,29
91303,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,6
91334,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,26
91395,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,3.75,12415.0,Australia,6
91432,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,2
91460,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,26
91462,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,4
91529,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,12
91545,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,26
91551,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.95,12415.0,Australia,1
91558,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,31
91584,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,5
91615,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.55,12415.0,Australia,2
91625,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.95,12415.0,Australia,20
91645,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,14
91667,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,10.95,12415.0,Australia,31
91690,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.95,12415.0,Australia,23
91695,2011-07-26 10:15:00,C561227,,,-36.0,2011-07-26 10:15:00,1.06,12431.0,Australia,16
91701,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,6
91712,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,3.75,12415.0,Australia,4
91728,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,16
91738,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,4
91774,2011-02-07 15:09:00,C543375,22325,,-3.0,2011-02-07 15:09:00,4.95,16321.0,Australia,22
91779,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,21
91783,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,26
91785,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,16
91833,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,5
91840,2011-03-03 13:11:00,C545525,,,1.0,2011-03-03 13:11:00,2.55,12415.0,Australia,13
91860,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,13
91903,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,23
91912,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,17
91924,2011-06-02 09:57:00,C555288,,,-6.0,2011-06-02 09:57:00,0.85,12431.0,Australia,9
91961,2011-11-04 10:18:00,C574344,,,-1.0,2011-11-04 10:18:00,262.73,12415.0,Australia,5
92015,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,1
92057,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,23
92058,2011-11-02 12:05:00,C574019,,,1.0,2011-11-02 12:05:00,1.45,12415.0,Australia,18
92082,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,30
92094,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,21
92099,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,5
92105,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.55,12415.0,Australia,5
92139,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,13
92253,2011-07-26 10:15:00,C561227,,,-36.0,2011-07-26 10:15:00,1.06,12431.0,Australia,24
92282,2011-03-03 13:11:00,C545525,,,1.0,2011-03-03 13:11:00,2.55,12415.0,Australia,17
92289,2011-03-03 13:11:00,C545525,,,1.0,2011-03-03 13:11:00,2.55,12415.0,Australia,2
92300,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,5
92323,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,6
92324,2011-03-03 13:11:00,C545525,,,1.0,2011-03-03 13:11:00,1.25,12415.0,Australia,18
92335,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,29
92340,2011-07-26 10:15:00,C561227,,,-36.0,2011-07-26 10:15:00,1.06,12431.0,Australia,17
